time,x,y,z,velocity,speed_limit
115.1772,-36.6213,-0.9114,0.1542,19.5849543190168,20.2033455596681
115.2027,-36.8276,-0.911,0.1542,19.2112609896268,20.2033455596681
115.2118,-36.9009,-0.9108,0.1542,19.2112609896268,20.2033455596681
115.2294,-37.0427,-0.9106,0.1542,19.5781286720218,20.2033455596681
115.2382,-37.1136,-0.9104,0.1543,19.5781286720218,20.2033455596681
115.2634,-37.3163,-0.91,0.1543,19.6839988012892,20.2033455596681
115.2766,-37.4219,-0.9098,0.1543,19.9687596317803,20.2033455596681
115.2886,-37.5181,-0.9096,0.1543,19.6907524306093,20.2033455596681
115.3057,-37.6558,-0.9094,0.1543,19.6907524306093,20.2033455596681
115.3225,-37.7903,-0.9091,0.1543,19.2549412965105,20.2033455596681
115.3396,-37.9271,-0.9088,0.1543,19.0941129148094,20.2033455596681
115.3565,-38.0626,-0.9086,0.1543,18.379280927799,20.2033455596681
115.3731,-38.1952,-0.9083,0.1543,18.2476287881845,20.2033455596681
115.39,-38.3306,-0.9081,0.1543,21.9273232717595,20.2033455596681
115.3982,-38.3958,-0.9079,0.1543,21.9273232717595,20.2033455596681
115.4236,-38.5998,-0.9075,0.1543,22.5919265522288,20.2033455596681
115.4323,-38.669,-0.9074,0.1543,17.4911875166994,20.2033455596681
115.4532,-38.8368,-0.9071,0.1543,17.1462234226092,20.2033455596681
115.4615,-38.9036,-0.9069,0.1543,17.1462234226092,20.2033455596681
115.478,-39.0365,-0.9067,0.1542,14.0067355422563,20.2033455596681
115.4988,-39.2045,-0.9064,0.1542,13.6228749521621,20.2033455596681
115.5245,-39.4122,-0.906,0.1542,20.5269262741499,20.2033455596681
115.5336,-39.4857,-0.9058,0.1542,21.2520764331031,20.2033455596681
115.5504,-39.6219,-0.9056,0.1542,21.2520764331031,20.2033455596681
115.5598,-39.6983,-0.9054,0.1542,21.9595245733087,20.2033455596681
115.5834,-39.8895,-0.905,0.1542,22.6038695744148,20.2033455596681
115.5955,-39.988,-0.9048,0.1542,22.6038695744148,20.2033455596681
115.6165,-40.1589,-0.9045,0.1542,21.1743317247841,20.2033455596681
115.6334,-40.2965,-0.9042,0.1542,18.3648108984803,20.2033455596681
115.6426,-40.3717,-0.9041,0.1542,18.3021542629069,20.2033455596681
115.6598,-40.5115,-0.9038,0.1542,17.8446495790012,20.2033455596681
115.6693,-40.5892,-0.9037,0.1542,17.8446495790012,20.2033455596681
115.6981,-40.8231,-0.9032,0.1542,18.4217151333689,20.2033455596681
115.7071,-40.8964,-0.9031,0.1542,18.4217151333689,20.2033455596681
115.7236,-41.0306,-0.9028,0.1542,18.7741098533205,20.2033455596681
115.7416,-41.1763,-0.9025,0.1542,17.1061560580874,20.2033455596681
115.7582,-41.3105,-0.9023,0.1542,17.2956794990671,20.2033455596681
115.7755,-41.4505,-0.902,0.1542,17.6475605635438,20.2033455596681
115.7925,-41.5879,-0.9017,0.1542,17.9293968939739,20.2033455596681
115.8012,-41.6576,-0.9016,0.1542,17.8234335095805,20.2033455596681
115.8186,-41.7974,-0.9013,0.1543,18.2022244354728,20.2033455596681
115.8389,-41.9611,-0.901,0.1543,17.1344948857281,20.2033455596681
115.851,-42.0584,-0.9008,0.1543,17.1344948857281,20.2033455596681
115.8681,-42.1958,-0.9006,0.1543,16.3257405329867,20.2033455596681
115.88,-42.3573,-0.9002,0.1543,16.7656013683855,20.2033455596681
115.8965,-42.4903,-0.9,0.1543,17.0157730441609,20.2033455596681
115.9217,-42.6277,-0.8997,0.1543,17.1697683320788,20.2033455596681
115.9301,-42.6959,-0.8996,0.1543,16.5051676068567,20.2033455596681
115.9472,-42.8331,-0.8993,0.1543,16.3740945576694,20.2033455596681
115.9592,-42.9297,-0.8991,0.1543,18.0210512368426,20.2033455596681
115.9718,-43.0313,-0.8989,0.1542,18.0210512368426,20.2033455596681
115.9898,-43.1768,-0.8987,0.1542,19.3692637170259,20.2033455596681
116.0139,-43.3713,-0.8983,0.1542,16.3586943695707,20.2033455596681
116.0258,-43.4675,-0.8981,0.1542,16.3586943695707,20.2033455596681
116.0448,-43.6211,-0.8978,0.1542,16.3774244745448,20.2033455596681
116.0661,-43.7935,-0.8975,0.1542,19.9156960256493,20.2033455596681
116.0788,-43.8965,-0.8973,0.1542,17.7640111683772,20.2033455596681
116.0915,-43.9996,-0.8971,0.1542,17.7640111683772,20.2033455596681
116.1039,-44.1,-0.8969,0.1542,15.9572497636557,20.2033455596681
116.1289,-44.1959,-0.8967,0.1542,15.5553797462623,20.2033455596681
116.1391,-44.3864,-0.8963,0.1542,16.4848326412776,20.2033455596681
116.1472,-44.4524,-0.8962,0.1542,16.264143487331,20.2033455596681
116.1745,-44.674,-0.8957,0.1542,15.8081074879035,20.2033455596681
116.1852,-44.7611,-0.8956,0.1542,15.8081074879035,20.2033455596681
116.2041,-44.9142,-0.8953,0.1542,17.3711247130731,20.2033455596681
116.2224,-45.0629,-0.895,0.1542,17.149947986435,20.2033455596681
116.2305,-45.1284,-0.8949,0.1542,12.0459518381101,20.2033455596681
116.2554,-45.3303,-0.8945,0.1542,13.0764425706945,20.2033455596681
116.2726,-45.5395,-0.8941,0.1542,17.2619304627487,20.2033455596681
116.2814,-45.6071,-0.8939,0.1542,17.2375446555262,20.2033455596681
116.3067,-45.743,-0.8937,0.1543,16.7657378190885,20.2033455596681
116.3323,-45.9491,-0.8933,0.1543,16.5570882424657,20.2033455596681
116.3529,-46.1137,-0.893,0.1543,16.6350794793809,20.2033455596681
116.3657,-46.2165,-0.8928,0.1543,18.8072200606805,20.2033455596681
116.3745,-46.3507,-0.8925,0.1543,18.7403645342893,20.2033455596681
116.3989,-46.4837,-0.8922,0.1543,15.1243122397515,20.2033455596681
116.4167,-46.6268,-0.892,0.1543,14.023112870599,20.2033455596681
116.4259,-46.7005,-0.8918,0.1543,14.5480925737763,20.2033455596681
116.4349,-46.8453,-0.8915,0.1543,15.8277372787878,20.2033455596681
116.4563,-46.9444,-0.8913,0.1543,15.9064828922253,20.2033455596681
116.4803,-47.0362,-0.8912,0.1543,13.4475995818949,20.2033455596681
116.4895,-47.2116,-0.8908,0.1542,13.1870738371919,20.2033455596681
116.507,-47.3529,-0.8905,0.1542,13.0463747640474,20.2033455596681
116.5236,-47.4863,-0.8903,0.1542,17.0966026492544,20.2033455596681
116.5458,-47.6663,-0.8899,0.1542,16.1299810878017,20.2033455596681
116.5545,-47.7367,-0.8898,0.1542,16.1299810878017,20.2033455596681
116.5721,-47.8793,-0.8895,0.1542,13.3818401110214,20.2033455596681
116.5888,-48.0144,-0.8893,0.1542,14.9330547505365,20.2033455596681
116.6082,-48.1719,-0.889,0.1542,16.5944581762206,20.2033455596681
116.6186,-48.2566,-0.8888,0.1542,16.5944581762206,20.2033455596681
116.636,-48.3978,-0.8885,0.1542,16.7540988292319,20.2033455596681
116.6445,-48.4676,-0.8884,0.1542,18.3177294388704,20.2033455596681
116.6563,-48.6547,-0.888,0.1542,19.3051857319495,20.2033455596681
116.684,-48.7894,-0.8878,0.1542,16.5748748929082,20.2033455596681
116.7016,-48.8617,-0.8876,0.1542,14.6977586544979,20.2033455596681
